Industry,Sector,Sub_Sector,Indicator,Governorate,District,Date,Year,Quarter,Value,Unit,Confidence_Score,Source_Verified,YoY_Change,Source_ID
Agriculture,Crops,Cotton,Short Staple Price,Cairo,Zamalek,2024-Q1,2024,Q1,4473.7,EGP,Medium,False,12.1,SRC-113
Agriculture,Crops,Cotton,Export Volume,Cairo,Zamalek,2024-Q1,2024,Q1,40683.7,Units,High,False,23.3,
Agriculture,Crops,Rice,Yield per Feddan,Cairo,Zamalek,2024-Q1,2024,Q1,3888.79,Units,Medium,True,10.5,SRC-618
Agriculture,Crops,Rice,Market Price (Ton),Cairo,Zamalek,2024-Q1,2024,Q1,9764.25,EGP,High,False,7.1,SRC-451
Agriculture,Livestock,Cattle,Head Count,Cairo,Zamalek,2024-Q1,2024,Q1,2471.75,Units,Low,True,-11.8,SRC-590
Agriculture,Livestock,Cattle,Meat Price,Cairo,Zamalek,2024-Q1,2024,Q1,598.45,EGP,Medium,False,9.8,SRC-375
Agriculture,Livestock,Poultry,Egg Production,Cairo,Zamalek,2024-Q1,2024,Q1,3033.48,Units,Low,True,14.0,SRC-263
Agriculture,Livestock,Poultry,Meat Price,Cairo,Zamalek,2024-Q1,2024,Q1,8943.62,EGP,Low,False,16.2,SRC-600
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Cairo,Zamalek,2024-Q1,2024,Q1,988.89,EGP,Medium,True,-11.0,
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Cairo,Zamalek,2024-Q1,2024,Q1,2035.25,EGP,Medium,False,-7.6,SRC-200
Manufacturing,Textiles,Apparel,Export Volume,Cairo,Zamalek,2024-Q1,2024,Q1,60658.11,Units,Low,False,24.9,SRC-347
Manufacturing,Textiles,Apparel,Local Sales Volume,Cairo,Zamalek,2024-Q1,2024,Q1,21273.34,Units,Medium,True,5.5,SRC-362
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Cairo,Zamalek,2024-Q1,2024,Q1,1777.35,EGP,High,False,16.7,
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Cairo,Zamalek,2024-Q1,2024,Q1,8290.08,EGP,Medium,False,-15.0,SRC-391
Manufacturing,Chemicals,Fertilizers,Production Volume,Cairo,Zamalek,2024-Q1,2024,Q1,44346.23,Units,Medium,True,3.2,SRC-891
Manufacturing,Chemicals,Plastics,Polyethylene Price,Cairo,Zamalek,2024-Q1,2024,Q1,9362.08,EGP,Medium,False,-5.9,
Manufacturing,Chemicals,Plastics,Polypropylene Price,Cairo,Zamalek,2024-Q1,2024,Q1,10838.72,EGP,Low,False,21.9,SRC-204
Real Estate,Residential,Rental,Avg Rent (Sqm),Cairo,Zamalek,2024-Q1,2024,Q1,2735.54,EGP,Medium,False,-10.0,SRC-778
Real Estate,Residential,Rental,Occupancy Rate,Cairo,Zamalek,2024-Q1,2024,Q1,4747.26,Units,Low,True,22.8,SRC-628
Real Estate,Residential,Sales,Avg Price (Sqm),Cairo,Zamalek,2024-Q1,2024,Q1,2996.57,EGP,High,True,25.0,SRC-490
Real Estate,Residential,Sales,Sales Volume,Cairo,Zamalek,2024-Q1,2024,Q1,2157.25,Units,Medium,False,4.5,SRC-758
Real Estate,Commercial,Retail,Avg Rent (Sqm),Cairo,Zamalek,2024-Q1,2024,Q1,3450.89,EGP,Low,True,1.3,
Real Estate,Commercial,Retail,Foot Traffic Score,Cairo,Zamalek,2024-Q1,2024,Q1,2876.4,Units,Low,True,17.3,SRC-219
Real Estate,Commercial,Office,Avg Rent (Sqm),Cairo,Zamalek,2024-Q1,2024,Q1,2738.35,EGP,Low,True,16.8,
Real Estate,Commercial,Office,Vacancy Rate,Cairo,Zamalek,2024-Q1,2024,Q1,614.63,Units,Low,False,11.5,SRC-223
Agriculture,Crops,Wheat,Yield per Feddan,Cairo,Zamalek,2024-Q2,2024,Q2,4459.49,Units,Medium,False,-7.6,SRC-711
Agriculture,Crops,Wheat,Market Price (Ton),Cairo,Zamalek,2024-Q2,2024,Q2,3774.73,EGP,Low,False,7.3,
Agriculture,Crops,Wheat,Export Volume,Cairo,Zamalek,2024-Q2,2024,Q2,28705.42,Units,Medium,False,24.3,SRC-234
Agriculture,Crops,Cotton,Long Staple Price,Cairo,Zamalek,2024-Q2,2024,Q2,7785.0,EGP,Medium,False,-13.2,SRC-846
Agriculture,Crops,Cotton,Short Staple Price,Cairo,Zamalek,2024-Q2,2024,Q2,3673.53,EGP,Low,True,19.0,SRC-652
Agriculture,Crops,Cotton,Export Volume,Cairo,Zamalek,2024-Q2,2024,Q2,24768.82,Units,Medium,False,-3.3,SRC-384
Agriculture,Crops,Rice,Yield per Feddan,Cairo,Zamalek,2024-Q2,2024,Q2,4679.31,Units,Medium,False,0.2,
Agriculture,Livestock,Cattle,Head Count,Cairo,Zamalek,2024-Q2,2024,Q2,3185.37,Units,High,True,-13.5,
Agriculture,Livestock,Cattle,Meat Price,Cairo,Zamalek,2024-Q2,2024,Q2,1775.14,EGP,Medium,True,0.8,
Agriculture,Livestock,Poultry,Egg Production,Cairo,Zamalek,2024-Q2,2024,Q2,2438.75,Units,High,False,18.8,SRC-395
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Cairo,Zamalek,2024-Q2,2024,Q2,10284.26,EGP,Low,True,8.6,SRC-866
Manufacturing,Textiles,Apparel,Export Volume,Cairo,Zamalek,2024-Q2,2024,Q2,34137.47,Units,Medium,False,12.9,SRC-324
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Cairo,Zamalek,2024-Q2,2024,Q2,690.41,EGP,Medium,True,23.5,
Manufacturing,Chemicals,Fertilizers,Production Volume,Cairo,Zamalek,2024-Q2,2024,Q2,18296.26,Units,High,True,-12.5,SRC-488
Manufacturing,Chemicals,Plastics,Polyethylene Price,Cairo,Zamalek,2024-Q2,2024,Q2,3651.23,EGP,Medium,True,-8.0,SRC-241
Manufacturing,Chemicals,Plastics,Polypropylene Price,Cairo,Zamalek,2024-Q2,2024,Q2,8699.48,EGP,Low,False,10.9,
Real Estate,Residential,Rental,Avg Rent (Sqm),Cairo,Zamalek,2024-Q2,2024,Q2,4739.35,EGP,Medium,False,-3.6,
Real Estate,Residential,Rental,Occupancy Rate,Cairo,Zamalek,2024-Q2,2024,Q2,1632.58,Units,High,False,4.3,
Real Estate,Residential,Sales,Avg Price (Sqm),Cairo,Zamalek,2024-Q2,2024,Q2,5322.79,EGP,Low,True,-4.1,SRC-924
Real Estate,Residential,Sales,Sales Volume,Cairo,Zamalek,2024-Q2,2024,Q2,54283.64,Units,High,False,11.7,SRC-361
Real Estate,Commercial,Retail,Avg Rent (Sqm),Cairo,Zamalek,2024-Q2,2024,Q2,3547.86,EGP,Low,False,16.2,
Real Estate,Commercial,Retail,Foot Traffic Score,Cairo,Zamalek,2024-Q2,2024,Q2,5004.11,Units,Low,False,2.8,
Real Estate,Commercial,Office,Avg Rent (Sqm),Cairo,Zamalek,2024-Q2,2024,Q2,3300.36,EGP,Low,True,18.4,SRC-382
Real Estate,Commercial,Office,Vacancy Rate,Cairo,Zamalek,2024-Q2,2024,Q2,2098.61,Units,High,True,-13.4,SRC-813
Agriculture,Crops,Wheat,Yield per Feddan,Cairo,Zamalek,2024-Q3,2024,Q3,3862.86,Units,Low,False,11.0,SRC-704
Agriculture,Crops,Wheat,Market Price (Ton),Cairo,Zamalek,2024-Q3,2024,Q3,7974.43,EGP,Low,True,-9.4,
Agriculture,Crops,Wheat,Export Volume,Cairo,Zamalek,2024-Q3,2024,Q3,38306.92,Units,Low,False,18.8,
Agriculture,Crops,Cotton,Long Staple Price,Cairo,Zamalek,2024-Q3,2024,Q3,9432.84,EGP,Medium,True,5.8,SRC-245
Agriculture,Crops,Cotton,Short Staple Price,Cairo,Zamalek,2024-Q3,2024,Q3,697.73,EGP,High,True,-10.3,SRC-123
Agriculture,Crops,Cotton,Export Volume,Cairo,Zamalek,2024-Q3,2024,Q3,33681.86,Units,Low,False,-10.0,SRC-912
Agriculture,Crops,Rice,Yield per Feddan,Cairo,Zamalek,2024-Q3,2024,Q3,913.33,Units,Medium,True,21.7,SRC-652
Agriculture,Crops,Rice,Market Price (Ton),Cairo,Zamalek,2024-Q3,2024,Q3,3347.55,EGP,Medium,True,-6.3,SRC-308
Agriculture,Livestock,Cattle,Head Count,Cairo,Zamalek,2024-Q3,2024,Q3,1357.02,Units,Low,False,-5.4,SRC-630
Agriculture,Livestock,Cattle,Milk Production,Cairo,Zamalek,2024-Q3,2024,Q3,2727.2,Units,High,True,-6.5,
Agriculture,Livestock,Cattle,Meat Price,Cairo,Zamalek,2024-Q3,2024,Q3,2371.19,EGP,Medium,False,20.7,SRC-439
Agriculture,Livestock,Poultry,Egg Production,Cairo,Zamalek,2024-Q3,2024,Q3,4255.48,Units,Medium,False,0.7,
Agriculture,Livestock,Poultry,Meat Price,Cairo,Zamalek,2024-Q3,2024,Q3,2389.06,EGP,High,False,-8.1,
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Cairo,Zamalek,2024-Q3,2024,Q3,5244.72,EGP,High,True,23.6,SRC-167
Manufacturing,Textiles,Apparel,Local Sales Volume,Cairo,Zamalek,2024-Q3,2024,Q3,21732.68,Units,Medium,False,13.9,
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Cairo,Zamalek,2024-Q3,2024,Q3,4433.18,EGP,Medium,False,6.5,SRC-922
Manufacturing,Chemicals,Fertilizers,Production Volume,Cairo,Zamalek,2024-Q3,2024,Q3,43016.45,Units,Low,True,17.0,SRC-528
Manufacturing,Chemicals,Plastics,Polyethylene Price,Cairo,Zamalek,2024-Q3,2024,Q3,3046.77,EGP,Low,False,8.5,
Manufacturing,Chemicals,Plastics,Polypropylene Price,Cairo,Zamalek,2024-Q3,2024,Q3,3638.09,EGP,Medium,False,-7.2,SRC-396
Real Estate,Residential,Rental,Avg Rent (Sqm),Cairo,Zamalek,2024-Q3,2024,Q3,4068.15,EGP,High,True,2.8,SRC-952
Real Estate,Residential,Rental,Occupancy Rate,Cairo,Zamalek,2024-Q3,2024,Q3,148.67,Units,High,True,2.5,SRC-580
Real Estate,Residential,Sales,Avg Price (Sqm),Cairo,Zamalek,2024-Q3,2024,Q3,10680.91,EGP,Medium,True,10.3,SRC-376
Real Estate,Residential,Sales,Sales Volume,Cairo,Zamalek,2024-Q3,2024,Q3,16304.08,Units,Medium,False,23.1,SRC-603
Real Estate,Commercial,Retail,Avg Rent (Sqm),Cairo,Zamalek,2024-Q3,2024,Q3,523.31,EGP,Medium,False,10.8,SRC-829
Real Estate,Commercial,Retail,Foot Traffic Score,Cairo,Zamalek,2024-Q3,2024,Q3,1099.64,Units,Medium,False,-9.3,
Real Estate,Commercial,Office,Vacancy Rate,Cairo,Zamalek,2024-Q3,2024,Q3,977.96,Units,Low,True,0.7,
Agriculture,Crops,Wheat,Yield per Feddan,Cairo,Zamalek,2024-Q4,2024,Q4,4896.83,Units,Medium,True,3.3,SRC-556
Agriculture,Crops,Wheat,Market Price (Ton),Cairo,Zamalek,2024-Q4,2024,Q4,6466.36,EGP,High,True,-0.9,SRC-748
Agriculture,Crops,Cotton,Long Staple Price,Cairo,Zamalek,2024-Q4,2024,Q4,204.82,EGP,Low,True,1.5,SRC-874
Agriculture,Crops,Cotton,Short Staple Price,Cairo,Zamalek,2024-Q4,2024,Q4,9969.3,EGP,Medium,True,8.1,SRC-399
Agriculture,Crops,Cotton,Export Volume,Cairo,Zamalek,2024-Q4,2024,Q4,29797.28,Units,Low,True,-11.6,SRC-919
Agriculture,Crops,Rice,Yield per Feddan,Cairo,Zamalek,2024-Q4,2024,Q4,1394.9,Units,Medium,True,11.4,SRC-379
Agriculture,Crops,Rice,Market Price (Ton),Cairo,Zamalek,2024-Q4,2024,Q4,2111.35,EGP,High,True,-8.6,
Agriculture,Livestock,Cattle,Head Count,Cairo,Zamalek,2024-Q4,2024,Q4,5260.08,Units,High,True,15.8,SRC-842
Agriculture,Livestock,Cattle,Milk Production,Cairo,Zamalek,2024-Q4,2024,Q4,1799.13,Units,Medium,False,-9.0,SRC-913
Agriculture,Livestock,Poultry,Egg Production,Cairo,Zamalek,2024-Q4,2024,Q4,1464.1,Units,High,True,6.0,
Agriculture,Livestock,Poultry,Meat Price,Cairo,Zamalek,2024-Q4,2024,Q4,8672.73,EGP,High,False,13.7,SRC-381
Manufacturing,Textiles,Apparel,Export Volume,Cairo,Zamalek,2024-Q4,2024,Q4,10838.27,Units,Low,False,-6.8,SRC-208
Manufacturing,Textiles,Apparel,Local Sales Volume,Cairo,Zamalek,2024-Q4,2024,Q4,14983.9,Units,Medium,False,5.3,SRC-644
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Cairo,Zamalek,2024-Q4,2024,Q4,2860.11,EGP,Low,True,-10.7,SRC-303
Manufacturing,Chemicals,Fertilizers,Production Volume,Cairo,Zamalek,2024-Q4,2024,Q4,28357.53,Units,High,True,7.4,
Manufacturing,Chemicals,Plastics,Polypropylene Price,Cairo,Zamalek,2024-Q4,2024,Q4,10729.76,EGP,Medium,False,21.8,SRC-553
Real Estate,Residential,Rental,Avg Rent (Sqm),Cairo,Zamalek,2024-Q4,2024,Q4,2257.16,EGP,Low,True,21.6,SRC-601
Real Estate,Residential,Rental,Occupancy Rate,Cairo,Zamalek,2024-Q4,2024,Q4,3855.7,Units,Low,False,21.0,SRC-595
Real Estate,Residential,Sales,Avg Price (Sqm),Cairo,Zamalek,2024-Q4,2024,Q4,5228.97,EGP,Medium,False,2.9,
Real Estate,Residential,Sales,Sales Volume,Cairo,Zamalek,2024-Q4,2024,Q4,41701.24,Units,Low,True,-6.6,
Real Estate,Commercial,Retail,Avg Rent (Sqm),Cairo,Zamalek,2024-Q4,2024,Q4,961.69,EGP,Medium,False,-5.6,SRC-228
Real Estate,Commercial,Retail,Foot Traffic Score,Cairo,Zamalek,2024-Q4,2024,Q4,1011.98,Units,Medium,True,-13.3,SRC-920
Real Estate,Commercial,Office,Avg Rent (Sqm),Cairo,Zamalek,2024-Q4,2024,Q4,3021.82,EGP,Medium,False,15.2,SRC-170
Agriculture,Crops,Wheat,Yield per Feddan,Cairo,Zamalek,2025-Q1,2025,Q1,2583.94,Units,Low,True,-1.0,SRC-524
Agriculture,Crops,Wheat,Market Price (Ton),Cairo,Zamalek,2025-Q1,2025,Q1,4758.76,EGP,Low,True,3.8,SRC-224
Agriculture,Crops,Wheat,Export Volume,Cairo,Zamalek,2025-Q1,2025,Q1,26599.2,Units,High,True,8.2,SRC-306
Agriculture,Crops,Cotton,Long Staple Price,Cairo,Zamalek,2025-Q1,2025,Q1,351.25,EGP,Low,False,4.0,SRC-754
Agriculture,Crops,Cotton,Short Staple Price,Cairo,Zamalek,2025-Q1,2025,Q1,6599.86,EGP,Low,True,13.2,SRC-461
Agriculture,Crops,Cotton,Export Volume,Cairo,Zamalek,2025-Q1,2025,Q1,18467.54,Units,Low,False,10.9,SRC-692
Agriculture,Crops,Rice,Yield per Feddan,Cairo,Zamalek,2025-Q1,2025,Q1,588.41,Units,Low,True,17.0,SRC-243
Agriculture,Crops,Rice,Market Price (Ton),Cairo,Zamalek,2025-Q1,2025,Q1,9660.72,EGP,High,True,12.3,SRC-217
Agriculture,Livestock,Cattle,Head Count,Cairo,Zamalek,2025-Q1,2025,Q1,3752.64,Units,High,False,4.8,SRC-308
Agriculture,Livestock,Cattle,Milk Production,Cairo,Zamalek,2025-Q1,2025,Q1,2717.25,Units,High,False,-14.6,SRC-169
Agriculture,Livestock,Cattle,Meat Price,Cairo,Zamalek,2025-Q1,2025,Q1,3575.35,EGP,Low,True,-2.5,SRC-131
Agriculture,Livestock,Poultry,Egg Production,Cairo,Zamalek,2025-Q1,2025,Q1,5592.46,Units,Low,True,14.2,SRC-685
Agriculture,Livestock,Poultry,Meat Price,Cairo,Zamalek,2025-Q1,2025,Q1,5600.4,EGP,Low,False,-10.6,SRC-431
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Cairo,Zamalek,2025-Q1,2025,Q1,6258.66,EGP,Medium,True,5.9,SRC-214
Manufacturing,Textiles,Apparel,Export Volume,Cairo,Zamalek,2025-Q1,2025,Q1,43241.17,Units,Medium,True,-1.9,SRC-179
Manufacturing,Textiles,Apparel,Local Sales Volume,Cairo,Zamalek,2025-Q1,2025,Q1,34468.94,Units,Medium,True,13.1,SRC-833
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Cairo,Zamalek,2025-Q1,2025,Q1,1526.25,EGP,High,True,24.4,
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Cairo,Zamalek,2025-Q1,2025,Q1,8513.27,EGP,High,True,6.5,
Manufacturing,Chemicals,Fertilizers,Production Volume,Cairo,Zamalek,2025-Q1,2025,Q1,11517.37,Units,Low,False,0.8,SRC-966
Manufacturing,Chemicals,Plastics,Polyethylene Price,Cairo,Zamalek,2025-Q1,2025,Q1,8644.78,EGP,Low,True,-2.6,
Real Estate,Residential,Rental,Avg Rent (Sqm),Cairo,Zamalek,2025-Q1,2025,Q1,4544.49,EGP,Medium,False,-4.6,SRC-350
Real Estate,Residential,Rental,Occupancy Rate,Cairo,Zamalek,2025-Q1,2025,Q1,2678.15,Units,Low,True,24.1,SRC-457
Real Estate,Residential,Sales,Avg Price (Sqm),Cairo,Zamalek,2025-Q1,2025,Q1,7132.78,EGP,Medium,True,-13.1,SRC-537
Real Estate,Residential,Sales,Sales Volume,Cairo,Zamalek,2025-Q1,2025,Q1,25862.72,Units,Medium,True,-8.6,SRC-312
Real Estate,Commercial,Retail,Avg Rent (Sqm),Cairo,Zamalek,2025-Q1,2025,Q1,2002.71,EGP,High,False,-7.9,SRC-486
Real Estate,Commercial,Retail,Foot Traffic Score,Cairo,Zamalek,2025-Q1,2025,Q1,4191.93,Units,High,False,-0.8,SRC-744
Real Estate,Commercial,Office,Avg Rent (Sqm),Cairo,Zamalek,2025-Q1,2025,Q1,259.95,EGP,Low,False,5.3,SRC-439
Real Estate,Commercial,Office,Vacancy Rate,Cairo,Zamalek,2025-Q1,2025,Q1,4156.04,Units,High,False,-12.9,SRC-580
Agriculture,Crops,Wheat,Yield per Feddan,Cairo,Zamalek,2025-Q2,2025,Q2,5360.8,Units,High,True,16.3,
Agriculture,Crops,Wheat,Market Price (Ton),Cairo,Zamalek,2025-Q2,2025,Q2,2471.77,EGP,Medium,False,9.8,
Agriculture,Crops,Wheat,Export Volume,Cairo,Zamalek,2025-Q2,2025,Q2,29072.6,Units,Low,True,-0.6,
Agriculture,Crops,Cotton,Long Staple Price,Cairo,Zamalek,2025-Q2,2025,Q2,5704.68,EGP,Medium,False,-4.9,SRC-400
Agriculture,Crops,Cotton,Short Staple Price,Cairo,Zamalek,2025-Q2,2025,Q2,8286.12,EGP,High,True,18.6,
Agriculture,Crops,Cotton,Export Volume,Cairo,Zamalek,2025-Q2,2025,Q2,27777.08,Units,Low,False,-14.4,SRC-938
Agriculture,Crops,Rice,Yield per Feddan,Cairo,Zamalek,2025-Q2,2025,Q2,1179.21,Units,Low,True,10.5,
Agriculture,Crops,Rice,Market Price (Ton),Cairo,Zamalek,2025-Q2,2025,Q2,3409.04,EGP,High,False,-6.8,SRC-199
Agriculture,Livestock,Cattle,Head Count,Cairo,Zamalek,2025-Q2,2025,Q2,3369.01,Units,Medium,False,-12.1,
Agriculture,Livestock,Cattle,Milk Production,Cairo,Zamalek,2025-Q2,2025,Q2,1413.0,Units,Low,True,-5.4,SRC-452
Agriculture,Livestock,Cattle,Meat Price,Cairo,Zamalek,2025-Q2,2025,Q2,2962.38,EGP,High,True,0.7,SRC-705
Agriculture,Livestock,Poultry,Egg Production,Cairo,Zamalek,2025-Q2,2025,Q2,1851.0,Units,High,True,11.7,SRC-734
Agriculture,Livestock,Poultry,Meat Price,Cairo,Zamalek,2025-Q2,2025,Q2,6483.95,EGP,Low,True,9.2,
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Cairo,Zamalek,2025-Q2,2025,Q2,495.77,EGP,High,True,15.7,SRC-373
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Cairo,Zamalek,2025-Q2,2025,Q2,579.27,EGP,Low,True,23.3,
Manufacturing,Textiles,Apparel,Export Volume,Cairo,Zamalek,2025-Q2,2025,Q2,30527.85,Units,Medium,True,20.0,
Manufacturing,Textiles,Apparel,Local Sales Volume,Cairo,Zamalek,2025-Q2,2025,Q2,36466.51,Units,High,True,16.2,SRC-776
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Cairo,Zamalek,2025-Q2,2025,Q2,4803.08,EGP,Low,True,11.6,SRC-811
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Cairo,Zamalek,2025-Q2,2025,Q2,4387.02,EGP,High,True,-11.2,
Manufacturing,Chemicals,Fertilizers,Production Volume,Cairo,Zamalek,2025-Q2,2025,Q2,36467.36,Units,High,True,6.6,
Manufacturing,Chemicals,Plastics,Polyethylene Price,Cairo,Zamalek,2025-Q2,2025,Q2,4348.37,EGP,High,False,8.6,SRC-449
Manufacturing,Chemicals,Plastics,Polypropylene Price,Cairo,Zamalek,2025-Q2,2025,Q2,8887.69,EGP,Low,False,-1.3,
Real Estate,Residential,Rental,Avg Rent (Sqm),Cairo,Zamalek,2025-Q2,2025,Q2,706.43,EGP,Low,False,2.3,SRC-849
Real Estate,Residential,Rental,Occupancy Rate,Cairo,Zamalek,2025-Q2,2025,Q2,5579.31,Units,Low,True,17.0,SRC-928
Real Estate,Residential,Sales,Avg Price (Sqm),Cairo,Zamalek,2025-Q2,2025,Q2,2140.13,EGP,Medium,False,6.3,
Real Estate,Residential,Sales,Sales Volume,Cairo,Zamalek,2025-Q2,2025,Q2,58007.14,Units,Medium,True,23.7,SRC-748
Real Estate,Commercial,Retail,Avg Rent (Sqm),Cairo,Zamalek,2025-Q2,2025,Q2,4616.0,EGP,Low,False,20.4,SRC-816
Real Estate,Commercial,Retail,Foot Traffic Score,Cairo,Zamalek,2025-Q2,2025,Q2,1731.3,Units,High,True,-10.7,
Real Estate,Commercial,Office,Avg Rent (Sqm),Cairo,Zamalek,2025-Q2,2025,Q2,313.91,EGP,Medium,True,21.8,SRC-114
Real Estate,Commercial,Office,Vacancy Rate,Cairo,Zamalek,2025-Q2,2025,Q2,564.64,Units,Medium,False,-6.2,
Agriculture,Crops,Wheat,Yield per Feddan,Cairo,Zamalek,2025-Q3,2025,Q3,439.38,Units,Low,False,10.9,SRC-878
Agriculture,Crops,Wheat,Market Price (Ton),Cairo,Zamalek,2025-Q3,2025,Q3,3162.88,EGP,Low,False,11.4,SRC-716
Agriculture,Crops,Wheat,Export Volume,Cairo,Zamalek,2025-Q3,2025,Q3,38756.09,Units,High,True,16.2,SRC-899
Agriculture,Crops,Cotton,Long Staple Price,Cairo,Zamalek,2025-Q3,2025,Q3,11716.21,EGP,High,True,17.4,SRC-991
Agriculture,Crops,Cotton,Short Staple Price,Cairo,Zamalek,2025-Q3,2025,Q3,3029.69,EGP,Medium,False,1.9,SRC-276
Agriculture,Crops,Cotton,Export Volume,Cairo,Zamalek,2025-Q3,2025,Q3,35514.73,Units,High,False,21.1,SRC-878
Agriculture,Crops,Rice,Yield per Feddan,Cairo,Zamalek,2025-Q3,2025,Q3,4385.92,Units,High,False,17.4,SRC-547
Agriculture,Crops,Rice,Market Price (Ton),Cairo,Zamalek,2025-Q3,2025,Q3,8648.12,EGP,Medium,False,-2.5,SRC-294
Agriculture,Livestock,Cattle,Milk Production,Cairo,Zamalek,2025-Q3,2025,Q3,2011.9,Units,Low,True,-0.1,
Agriculture,Livestock,Cattle,Meat Price,Cairo,Zamalek,2025-Q3,2025,Q3,565.38,EGP,High,False,-2.8,
Agriculture,Livestock,Poultry,Egg Production,Cairo,Zamalek,2025-Q3,2025,Q3,319.94,Units,Low,False,15.2,
Agriculture,Livestock,Poultry,Meat Price,Cairo,Zamalek,2025-Q3,2025,Q3,4014.95,EGP,High,False,14.2,SRC-481
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Cairo,Zamalek,2025-Q3,2025,Q3,230.18,EGP,Medium,False,7.8,
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Cairo,Zamalek,2025-Q3,2025,Q3,7339.28,EGP,Low,False,0.7,SRC-378
Manufacturing,Textiles,Apparel,Export Volume,Cairo,Zamalek,2025-Q3,2025,Q3,15461.74,Units,Medium,True,-0.4,SRC-651
Manufacturing,Textiles,Apparel,Local Sales Volume,Cairo,Zamalek,2025-Q3,2025,Q3,53558.21,Units,Medium,True,22.3,SRC-180
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Cairo,Zamalek,2025-Q3,2025,Q3,483.18,EGP,Medium,False,23.6,SRC-453
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Cairo,Zamalek,2025-Q3,2025,Q3,2430.78,EGP,Medium,False,16.2,
Manufacturing,Chemicals,Fertilizers,Production Volume,Cairo,Zamalek,2025-Q3,2025,Q3,19129.3,Units,Medium,True,11.9,SRC-864
Manufacturing,Chemicals,Plastics,Polyethylene Price,Cairo,Zamalek,2025-Q3,2025,Q3,4369.52,EGP,Low,True,0.1,SRC-381
Manufacturing,Chemicals,Plastics,Polypropylene Price,Cairo,Zamalek,2025-Q3,2025,Q3,9259.21,EGP,High,True,8.3,SRC-669
Real Estate,Residential,Rental,Avg Rent (Sqm),Cairo,Zamalek,2025-Q3,2025,Q3,5878.16,EGP,High,True,21.9,
Real Estate,Residential,Rental,Occupancy Rate,Cairo,Zamalek,2025-Q3,2025,Q3,1289.13,Units,Medium,False,12.6,SRC-430
Real Estate,Residential,Sales,Avg Price (Sqm),Cairo,Zamalek,2025-Q3,2025,Q3,4710.29,EGP,High,False,-11.3,SRC-400
Real Estate,Residential,Sales,Sales Volume,Cairo,Zamalek,2025-Q3,2025,Q3,13394.65,Units,Medium,True,5.5,SRC-468
Real Estate,Commercial,Retail,Avg Rent (Sqm),Cairo,Zamalek,2025-Q3,2025,Q3,2980.46,EGP,High,False,24.4,
Real Estate,Commercial,Retail,Foot Traffic Score,Cairo,Zamalek,2025-Q3,2025,Q3,3349.47,Units,High,True,-0.6,
Real Estate,Commercial,Office,Avg Rent (Sqm),Cairo,Zamalek,2025-Q3,2025,Q3,837.74,EGP,Low,False,5.6,SRC-630
Real Estate,Commercial,Office,Vacancy Rate,Cairo,Zamalek,2025-Q3,2025,Q3,1621.46,Units,Medium,False,-0.8,
Agriculture,Crops,Wheat,Yield per Feddan,Cairo,Zamalek,2025-Q4,2025,Q4,2548.18,Units,Low,True,-6.9,SRC-711
Agriculture,Crops,Wheat,Export Volume,Cairo,Zamalek,2025-Q4,2025,Q4,28669.46,Units,Medium,False,19.1,
Agriculture,Crops,Cotton,Long Staple Price,Cairo,Zamalek,2025-Q4,2025,Q4,5989.85,EGP,Medium,True,2.2,
Agriculture,Crops,Cotton,Short Staple Price,Cairo,Zamalek,2025-Q4,2025,Q4,8575.95,EGP,Medium,False,17.6,
Agriculture,Crops,Cotton,Export Volume,Cairo,Zamalek,2025-Q4,2025,Q4,48028.74,Units,Low,False,16.4,
Agriculture,Crops,Rice,Yield per Feddan,Cairo,Zamalek,2025-Q4,2025,Q4,2283.55,Units,Medium,True,-0.0,
Agriculture,Crops,Rice,Market Price (Ton),Cairo,Zamalek,2025-Q4,2025,Q4,6168.74,EGP,Low,False,14.7,SRC-365
Agriculture,Livestock,Cattle,Head Count,Cairo,Zamalek,2025-Q4,2025,Q4,4365.76,Units,High,False,-8.1,SRC-332
Agriculture,Livestock,Cattle,Milk Production,Cairo,Zamalek,2025-Q4,2025,Q4,2380.03,Units,High,False,-6.0,SRC-566
